event_id,is_sse,final_cascade_size,time_to_sse_minutes,graph_nodes,graph_edges,graph_cross_edge_ratio,split
synthetic_sse_graph::00002752,0,17,,17,16,0.0,train
synthetic_sse_graph::00002753,0,2,,2,1,0.0,train
synthetic_sse_graph::00002754,0,1,,1,0,0.0,train
synthetic_sse_graph::00002755,0,2,,2,1,0.0,train
synthetic_sse_graph::00002756,0,2,,2,1,0.0,train
synthetic_sse_graph::00002757,0,35,,35,34,0.058823529411764705,train
synthetic_sse_graph::00002758,0,5,,5,4,0.0,train
synthetic_sse_graph::00002759,0,1,,1,0,0.0,train
synthetic_sse_graph::00002760,0,1,,1,0,0.0,train
synthetic_sse_graph::00002761,0,2,,2,1,0.0,train
synthetic_sse_graph::00002762,0,2,,2,1,0.0,train
synthetic_sse_graph::00002763,0,1,,1,0,0.0,train
synthetic_sse_graph::00002764,0,3,,3,2,0.0,train
synthetic_sse_graph::00002765,0,4,,4,3,0.0,train
synthetic_sse_graph::00002766,0,1,,1,0,0.0,train
synthetic_sse_graph::00002767,0,3,,3,2,0.0,train
synthetic_sse_graph::00002768,0,4,,4,3,0.0,train
synthetic_sse_graph::00002769,0,6,,6,5,0.0,train
synthetic_sse_graph::00002770,0,2,,2,1,0.0,train
synthetic_sse_graph::00002771,0,1,,1,0,0.0,train
synthetic_sse_graph::00002772,0,1,,1,0,0.0,train
synthetic_sse_graph::00002773,0,1,,1,0,0.0,train
synthetic_sse_graph::00002774,0,5,,5,4,0.25,train
synthetic_sse_graph::00002775,0,10,,10,9,0.0,train
synthetic_sse_graph::00002776,0,1,,1,0,0.0,train
synthetic_sse_graph::00002777,0,7,,7,6,0.0,train
synthetic_sse_graph::00002778,0,19,,19,18,0.0,train
synthetic_sse_graph::00002779,0,1,,1,0,0.0,train
synthetic_sse_graph::00002780,0,1,,1,0,0.0,train
synthetic_sse_graph::00002781,0,1,,1,0,0.0,train
synthetic_sse_graph::00002782,0,20,,20,19,0.0,train
synthetic_sse_graph::00002783,0,3,,3,2,0.0,train
synthetic_sse_graph::00002784,0,2,,2,1,0.0,train
synthetic_sse_graph::00002785,0,3,,3,2,0.0,train
synthetic_sse_graph::00002786,0,5,,5,4,0.0,train
synthetic_sse_graph::00002787,0,8,,8,7,0.0,train
synthetic_sse_graph::00002788,0,1,,1,0,0.0,train
synthetic_sse_graph::00002789,0,4,,4,3,0.0,train
synthetic_sse_graph::00002790,0,5,,5,4,0.0,train
synthetic_sse_graph::00002791,0,1,,1,0,0.0,train
synthetic_sse_graph::00002792,0,4,,4,3,0.0,train
synthetic_sse_graph::00002793,0,1,,1,0,0.0,train
synthetic_sse_graph::00002794,0,1,,1,0,0.0,train
synthetic_sse_graph::00002795,0,3,,3,2,0.0,train
synthetic_sse_graph::00002796,0,2,,2,1,0.0,train
synthetic_sse_graph::00002797,0,6,,6,5,0.0,train
synthetic_sse_graph::00002798,0,14,,14,13,0.0,train
synthetic_sse_graph::00002799,0,1,,1,0,0.0,train
synthetic_sse_graph::00002800,0,1,,1,0,0.0,train
synthetic_sse_graph::00002801,0,8,,8,7,0.0,train
synthetic_sse_graph::00002802,0,1,,1,0,0.0,train
synthetic_sse_graph::00002803,0,3,,3,2,0.0,train
synthetic_sse_graph::00002804,0,1,,1,0,0.0,train
synthetic_sse_graph::00002805,0,4,,4,3,0.0,train
synthetic_sse_graph::00002806,0,5,,5,4,0.25,train
synthetic_sse_graph::00002807,0,4,,4,3,0.0,train
synthetic_sse_graph::00002808,0,1,,1,0,0.0,train
synthetic_sse_graph::00002809,0,2,,2,1,0.0,train
synthetic_sse_graph::00002810,1,11,360.0,11,10,0.0,train
synthetic_sse_graph::00002811,0,1,,1,0,0.0,train
synthetic_sse_graph::00002812,0,3,,3,2,0.0,train
synthetic_sse_graph::00002813,1,4,140.0,4,3,0.3333333333333333,train
synthetic_sse_graph::00002814,0,1,,1,0,0.0,train
synthetic_sse_graph::00002815,0,3,,3,2,0.0,train
synthetic_sse_graph::00002816,0,2,,2,1,1.0,train
synthetic_sse_graph::00002817,0,9,,9,8,0.0,train
synthetic_sse_graph::00002818,0,3,,3,2,0.5,train
synthetic_sse_graph::00002819,0,1,,1,0,0.0,train
synthetic_sse_graph::00002820,0,1,,1,0,0.0,train
synthetic_sse_graph::00002821,0,4,,4,3,0.0,train
synthetic_sse_graph::00002822,0,7,,7,6,0.16666666666666666,train
synthetic_sse_graph::00002823,0,3,,3,2,0.0,train
synthetic_sse_graph::00002824,0,28,,28,27,0.0,train
synthetic_sse_graph::00002825,0,1,,1,0,0.0,train
synthetic_sse_graph::00002826,0,27,,27,26,0.038461538461538464,train
synthetic_sse_graph::00002827,0,3,,3,2,0.0,train
synthetic_sse_graph::00002828,0,1,,1,0,0.0,train
synthetic_sse_graph::00002829,0,2,,2,1,0.0,train
synthetic_sse_graph::00002830,0,2,,2,1,0.0,train
synthetic_sse_graph::00002831,0,1,,1,0,0.0,train
synthetic_sse_graph::00002832,0,2,,2,1,0.0,train
synthetic_sse_graph::00002833,0,32,,32,31,0.0,train
synthetic_sse_graph::00002834,0,3,,3,2,0.0,train
synthetic_sse_graph::00002835,0,1,,1,0,0.0,train
synthetic_sse_graph::00002836,0,1,,1,0,0.0,train
synthetic_sse_graph::00002837,0,1,,1,0,0.0,train
synthetic_sse_graph::00002838,0,3,,3,2,0.0,train
synthetic_sse_graph::00002839,0,1,,1,0,0.0,train
synthetic_sse_graph::00002840,0,10,,10,9,0.0,train
synthetic_sse_graph::00002841,0,1,,1,0,0.0,train
synthetic_sse_graph::00002842,0,1,,1,0,0.0,train
synthetic_sse_graph::00002843,0,3,,3,2,0.5,train
synthetic_sse_graph::00002844,0,2,,2,1,0.0,train
synthetic_sse_graph::00002845,0,1,,1,0,0.0,train
synthetic_sse_graph::00002846,0,1,,1,0,0.0,train
synthetic_sse_graph::00002847,0,1,,1,0,0.0,train
synthetic_sse_graph::00002848,0,2,,2,1,0.0,train
synthetic_sse_graph::00002849,0,1,,1,0,0.0,train
synthetic_sse_graph::00002850,0,1,,1,0,0.0,train
synthetic_sse_graph::00002851,0,1,,1,0,0.0,train
synthetic_sse_graph::00002852,0,6,,6,5,0.0,train
synthetic_sse_graph::00002853,0,1,,1,0,0.0,train
synthetic_sse_graph::00002854,0,1,,1,0,0.0,train
synthetic_sse_graph::00002855,0,60,,60,59,0.03389830508474576,train
synthetic_sse_graph::00002856,0,2,,2,1,0.0,train
synthetic_sse_graph::00002857,0,1,,1,0,0.0,train
synthetic_sse_graph::00002858,0,2,,2,1,0.0,train
synthetic_sse_graph::00002859,0,4,,4,3,0.0,train
synthetic_sse_graph::00002860,0,3,,3,2,0.0,train
synthetic_sse_graph::00002861,0,1,,1,0,0.0,train
synthetic_sse_graph::00002862,0,2,,2,1,0.0,train
synthetic_sse_graph::00002863,0,2,,2,1,0.0,train
synthetic_sse_graph::00002864,0,1,,1,0,0.0,train
synthetic_sse_graph::00002865,0,2,,2,1,0.0,train
synthetic_sse_graph::00002866,0,8,,8,7,0.0,train
synthetic_sse_graph::00002867,0,9,,9,8,0.125,train
synthetic_sse_graph::00002868,0,2,,2,1,0.0,train
synthetic_sse_graph::00002869,0,1,,1,0,0.0,train
synthetic_sse_graph::00002870,0,19,,19,18,0.05555555555555555,train
synthetic_sse_graph::00002871,0,4,,4,3,0.0,train
synthetic_sse_graph::00002872,1,322,120.0,64,63,0.19047619047619047,train
synthetic_sse_graph::00002873,0,2,,2,1,0.0,train
synthetic_sse_graph::00002874,0,2,,2,1,0.0,train
synthetic_sse_graph::00002875,0,1,,1,0,0.0,train
synthetic_sse_graph::00002876,0,3,,3,2,0.0,train
synthetic_sse_graph::00002877,0,4,,4,3,0.0,train
synthetic_sse_graph::00002878,0,3,,3,2,0.0,train
synthetic_sse_graph::00002879,1,10,320.0,10,9,0.0,train
synthetic_sse_graph::00002880,0,1,,1,0,0.0,train
synthetic_sse_graph::00002881,0,6,,6,5,0.0,train
synthetic_sse_graph::00002882,0,2,,2,1,0.0,train
synthetic_sse_graph::00002883,0,1,,1,0,0.0,train
synthetic_sse_graph::00002884,0,3,,3,2,0.0,train
synthetic_sse_graph::00002885,0,1,,1,0,0.0,train
synthetic_sse_graph::00002886,1,2,340.0,2,1,0.0,train
synthetic_sse_graph::00002887,0,28,,28,27,0.0,train
synthetic_sse_graph::00002888,0,1,,1,0,0.0,train
synthetic_sse_graph::00002889,0,1,,1,0,0.0,train
synthetic_sse_graph::00002890,0,1,,1,0,0.0,train
synthetic_sse_graph::00002891,0,1,,1,0,0.0,train
synthetic_sse_graph::00002892,0,4,,4,3,0.0,train
synthetic_sse_graph::00002893,0,1,,1,0,0.0,train
synthetic_sse_graph::00002894,0,18,,18,17,0.058823529411764705,train
synthetic_sse_graph::00002895,0,1,,1,0,0.0,train
synthetic_sse_graph::00002896,0,1,,1,0,0.0,train
synthetic_sse_graph::00002897,0,1,,1,0,0.0,train
synthetic_sse_graph::00002898,0,1,,1,0,0.0,train
synthetic_sse_graph::00002899,0,1,,1,0,0.0,train
synthetic_sse_graph::00002900,0,12,,12,11,0.0,train
synthetic_sse_graph::00002901,0,1,,1,0,0.0,train
synthetic_sse_graph::00002902,0,1,,1,0,0.0,train
synthetic_sse_graph::00002903,0,1,,1,0,0.0,train
synthetic_sse_graph::00002904,0,1,,1,0,0.0,train
synthetic_sse_graph::00002905,0,1,,1,0,0.0,train
synthetic_sse_graph::00002906,0,1,,1,0,0.0,train
synthetic_sse_graph::00002907,0,1,,1,0,0.0,train
synthetic_sse_graph::00002908,0,1,,1,0,0.0,train
synthetic_sse_graph::00002909,0,1,,1,0,0.0,train
synthetic_sse_graph::00002910,0,12,,12,11,0.09090909090909091,train
synthetic_sse_graph::00002911,0,1,,1,0,0.0,train
synthetic_sse_graph::00002912,0,1,,1,0,0.0,train
synthetic_sse_graph::00002913,0,8,,8,7,0.14285714285714285,train
synthetic_sse_graph::00002914,0,2,,2,1,0.0,train
synthetic_sse_graph::00002915,0,1,,1,0,0.0,train
synthetic_sse_graph::00002916,0,1,,1,0,0.0,train
synthetic_sse_graph::00002917,0,3,,3,2,0.5,train
synthetic_sse_graph::00002918,1,2,80.0,2,1,0.0,train
synthetic_sse_graph::00002919,0,2,,2,1,0.0,train
synthetic_sse_graph::00002920,0,1,,1,0,0.0,train
synthetic_sse_graph::00002921,1,320,120.0,64,63,0.09523809523809523,train
synthetic_sse_graph::00002922,0,1,,1,0,0.0,train
synthetic_sse_graph::00002923,0,3,,3,2,0.0,train
synthetic_sse_graph::00002924,0,2,,2,1,0.0,train
synthetic_sse_graph::00002925,0,1,,1,0,0.0,train
synthetic_sse_graph::00002926,0,9,,9,8,0.0,train
synthetic_sse_graph::00002927,0,1,,1,0,0.0,train
synthetic_sse_graph::00002928,0,32,,32,31,0.06451612903225806,train
synthetic_sse_graph::00002929,0,5,,5,4,0.0,train
synthetic_sse_graph::00002930,0,3,,3,2,0.0,train
synthetic_sse_graph::00002931,0,1,,1,0,0.0,train
synthetic_sse_graph::00002932,0,2,,2,1,0.0,train
synthetic_sse_graph::00002933,0,8,,8,7,0.0,train
synthetic_sse_graph::00002934,0,1,,1,0,0.0,train
synthetic_sse_graph::00002935,0,11,,11,10,0.0,train
synthetic_sse_graph::00002936,0,5,,5,4,0.0,train
synthetic_sse_graph::00002937,0,4,,4,3,0.0,train
synthetic_sse_graph::00002938,0,1,,1,0,0.0,train
synthetic_sse_graph::00002939,1,2,320.0,2,1,0.0,train
synthetic_sse_graph::00002940,0,8,,8,7,0.0,train
synthetic_sse_graph::00002941,0,5,,5,4,0.0,train
synthetic_sse_graph::00002942,0,16,,16,15,0.0,train
synthetic_sse_graph::00002943,0,2,,2,1,0.0,train
synthetic_sse_graph::00002944,0,2,,2,1,0.0,train
synthetic_sse_graph::00002945,0,1,,1,0,0.0,train
synthetic_sse_graph::00002946,0,1,,1,0,0.0,train
synthetic_sse_graph::00002947,0,1,,1,0,0.0,train
synthetic_sse_graph::00002948,0,2,,2,1,0.0,train
synthetic_sse_graph::00002949,0,1,,1,0,0.0,train
synthetic_sse_graph::00002950,0,4,,4,3,0.0,train
synthetic_sse_graph::00002951,0,1,,1,0,0.0,train
synthetic_sse_graph::00002952,0,24,,24,23,0.0,train
synthetic_sse_graph::00002953,0,1,,1,0,0.0,train
synthetic_sse_graph::00002954,0,1,,1,0,0.0,train
synthetic_sse_graph::00002955,0,2,,2,1,0.0,train
synthetic_sse_graph::00002956,0,4,,4,3,0.0,train
synthetic_sse_graph::00002957,1,320,140.0,64,63,0.047619047619047616,train
synthetic_sse_graph::00002958,0,1,,1,0,0.0,train
synthetic_sse_graph::00002959,0,1,,1,0,0.0,train
synthetic_sse_graph::00002960,0,2,,2,1,0.0,train
synthetic_sse_graph::00002961,0,2,,2,1,1.0,train
synthetic_sse_graph::00002962,0,1,,1,0,0.0,train
synthetic_sse_graph::00002963,0,2,,2,1,0.0,train
synthetic_sse_graph::00002964,0,2,,2,1,0.0,train
synthetic_sse_graph::00002965,0,1,,1,0,0.0,train
synthetic_sse_graph::00002966,0,2,,2,1,0.0,train
synthetic_sse_graph::00002967,0,1,,1,0,0.0,train
synthetic_sse_graph::00002968,0,2,,2,1,0.0,train
synthetic_sse_graph::00002969,0,1,,1,0,0.0,train
synthetic_sse_graph::00002970,0,3,,3,2,0.0,train
synthetic_sse_graph::00002971,0,3,,3,2,0.0,train
synthetic_sse_graph::00002972,0,17,,17,16,0.0625,train
synthetic_sse_graph::00002973,0,2,,2,1,0.0,train
synthetic_sse_graph::00002974,0,2,,2,1,0.0,train
synthetic_sse_graph::00002975,0,1,,1,0,0.0,train
synthetic_sse_graph::00002976,0,1,,1,0,0.0,train
synthetic_sse_graph::00002977,0,10,,10,9,0.0,train
synthetic_sse_graph::00002978,0,2,,2,1,0.0,train
synthetic_sse_graph::00002979,0,2,,2,1,0.0,train
synthetic_sse_graph::00002980,0,3,,3,2,0.0,train
synthetic_sse_graph::00002981,0,4,,4,3,0.3333333333333333,train
synthetic_sse_graph::00002982,0,1,,1,0,0.0,train
synthetic_sse_graph::00002983,0,11,,11,10,0.0,train
synthetic_sse_graph::00002984,0,1,,1,0,0.0,train
synthetic_sse_graph::00002985,0,2,,2,1,0.0,train
synthetic_sse_graph::00002986,0,1,,1,0,0.0,train
synthetic_sse_graph::00002987,0,1,,1,0,0.0,train
synthetic_sse_graph::00002988,0,17,,17,16,0.0625,train
synthetic_sse_graph::00002989,0,3,,3,2,0.0,train
synthetic_sse_graph::00002990,0,5,,5,4,0.0,train
synthetic_sse_graph::00002991,0,3,,3,2,0.0,train
synthetic_sse_graph::00002992,0,1,,1,0,0.0,train
synthetic_sse_graph::00002993,0,1,,1,0,0.0,train
synthetic_sse_graph::00002994,0,1,,1,0,0.0,train
synthetic_sse_graph::00002995,0,2,,2,1,0.0,train
synthetic_sse_graph::00002996,0,1,,1,0,0.0,train
synthetic_sse_graph::00002997,0,2,,2,1,0.0,train
synthetic_sse_graph::00002998,0,1,,1,0,0.0,train
synthetic_sse_graph::00002999,0,8,,8,7,0.0,train
synthetic_sse_graph::00003000,0,1,,1,0,0.0,train
synthetic_sse_graph::00003001,0,1,,1,0,0.0,train
synthetic_sse_graph::00003002,0,4,,4,3,0.0,train
synthetic_sse_graph::00003003,0,5,,5,4,0.25,train
synthetic_sse_graph::00003004,0,1,,1,0,0.0,train
synthetic_sse_graph::00003005,0,18,,18,17,0.0,train
synthetic_sse_graph::00003006,0,3,,3,2,0.0,train
synthetic_sse_graph::00003007,0,2,,2,1,0.0,train
synthetic_sse_graph::00003008,0,1,,1,0,0.0,train
synthetic_sse_graph::00003009,0,1,,1,0,0.0,train
synthetic_sse_graph::00003010,0,9,,9,8,0.125,train
synthetic_sse_graph::00003011,0,4,,4,3,0.0,train
synthetic_sse_graph::00003012,0,2,,2,1,0.0,train
synthetic_sse_graph::00003013,0,2,,2,1,0.0,train
synthetic_sse_graph::00003014,0,8,,8,7,0.0,train
synthetic_sse_graph::00003015,0,1,,1,0,0.0,train
synthetic_sse_graph::00003016,0,1,,1,0,0.0,train
synthetic_sse_graph::00003017,0,1,,1,0,0.0,train
synthetic_sse_graph::00003018,0,4,,4,3,0.0,train
synthetic_sse_graph::00003019,0,1,,1,0,0.0,train
synthetic_sse_graph::00003020,0,16,,16,15,0.0,train
synthetic_sse_graph::00003021,0,2,,2,1,0.0,train
synthetic_sse_graph::00003022,0,11,,11,10,0.0,train
synthetic_sse_graph::00003023,0,6,,6,5,0.0,train
synthetic_sse_graph::00003024,0,1,,1,0,0.0,train
synthetic_sse_graph::00003025,0,20,,20,19,0.0,train
synthetic_sse_graph::00003026,0,2,,2,1,0.0,train
synthetic_sse_graph::00003027,0,5,,5,4,0.0,train
synthetic_sse_graph::00003028,0,1,,1,0,0.0,train
synthetic_sse_graph::00003029,0,1,,1,0,0.0,train
synthetic_sse_graph::00003030,0,1,,1,0,0.0,train
synthetic_sse_graph::00003031,0,1,,1,0,0.0,train
synthetic_sse_graph::00003032,0,1,,1,0,0.0,train
synthetic_sse_graph::00003033,0,2,,2,1,0.0,train
synthetic_sse_graph::00003034,0,5,,5,4,0.0,train
synthetic_sse_graph::00003035,0,1,,1,0,0.0,train
synthetic_sse_graph::00003036,0,1,,1,0,0.0,train
synthetic_sse_graph::00003037,0,1,,1,0,0.0,train
synthetic_sse_graph::00003038,0,7,,7,6,0.0,train
synthetic_sse_graph::00003039,0,1,,1,0,0.0,train
synthetic_sse_graph::00003040,0,1,,1,0,0.0,train
synthetic_sse_graph::00003041,0,1,,1,0,0.0,train
synthetic_sse_graph::00003042,0,8,,8,7,0.0,train
synthetic_sse_graph::00003043,0,4,,4,3,0.0,train
synthetic_sse_graph::00003044,0,4,,4,3,0.0,train
synthetic_sse_graph::00003045,0,14,,14,13,0.0,train
synthetic_sse_graph::00003046,0,1,,1,0,0.0,train
synthetic_sse_graph::00003047,0,10,,10,9,0.0,train
synthetic_sse_graph::00003048,0,1,,1,0,0.0,train
synthetic_sse_graph::00003049,0,1,,1,0,0.0,train
synthetic_sse_graph::00003050,0,5,,5,4,0.0,train
synthetic_sse_graph::00003051,0,1,,1,0,0.0,train
synthetic_sse_graph::00003052,0,7,,7,6,0.0,train
synthetic_sse_graph::00003053,0,2,,2,1,0.0,train
synthetic_sse_graph::00003054,0,1,,1,0,0.0,train
synthetic_sse_graph::00003055,0,3,,3,2,0.0,train
synthetic_sse_graph::00003056,0,2,,2,1,0.0,train
synthetic_sse_graph::00003057,0,2,,2,1,0.0,train
synthetic_sse_graph::00003058,0,1,,1,0,0.0,train
synthetic_sse_graph::00003059,0,2,,2,1,0.0,train
synthetic_sse_graph::00003060,0,2,,2,1,0.0,train
synthetic_sse_graph::00003061,0,2,,2,1,0.0,train
synthetic_sse_graph::00003062,0,1,,1,0,0.0,train
synthetic_sse_graph::00003063,0,10,,10,9,0.0,train
synthetic_sse_graph::00003064,0,2,,2,1,0.0,train
synthetic_sse_graph::00003065,0,1,,1,0,0.0,train
synthetic_sse_graph::00003066,0,1,,1,0,0.0,train
synthetic_sse_graph::00003067,0,3,,3,2,0.0,train
synthetic_sse_graph::00003068,0,1,,1,0,0.0,train
synthetic_sse_graph::00003069,0,1,,1,0,0.0,train
synthetic_sse_graph::00003070,0,1,,1,0,0.0,train
synthetic_sse_graph::00003071,0,5,,5,4,0.0,train
synthetic_sse_graph::00003072,0,6,,6,5,0.0,train
synthetic_sse_graph::00003073,0,2,,2,1,0.0,train
synthetic_sse_graph::00003074,0,5,,5,4,0.0,train
synthetic_sse_graph::00003075,0,15,,15,14,0.0,train
synthetic_sse_graph::00003076,0,3,,3,2,0.0,train
synthetic_sse_graph::00003077,0,2,,2,1,0.0,train
synthetic_sse_graph::00003078,0,2,,2,1,0.0,train
synthetic_sse_graph::00003079,0,3,,3,2,0.0,train
synthetic_sse_graph::00003080,0,5,,5,4,0.0,train
synthetic_sse_graph::00003081,0,1,,1,0,0.0,train
synthetic_sse_graph::00003082,0,4,,4,3,0.3333333333333333,train
synthetic_sse_graph::00003083,0,5,,5,4,0.0,train
synthetic_sse_graph::00003084,0,1,,1,0,0.0,train
synthetic_sse_graph::00003085,0,3,,3,2,0.0,train
synthetic_sse_graph::00003086,0,9,,9,8,0.0,train
synthetic_sse_graph::00003087,0,1,,1,0,0.0,train
synthetic_sse_graph::00003088,0,1,,1,0,0.0,train
synthetic_sse_graph::00003089,0,1,,1,0,0.0,train
synthetic_sse_graph::00003090,0,1,,1,0,0.0,train
synthetic_sse_graph::00003091,0,1,,1,0,0.0,train
synthetic_sse_graph::00003092,0,2,,2,1,0.0,train
synthetic_sse_graph::00003093,0,1,,1,0,0.0,train
synthetic_sse_graph::00003094,0,23,,23,22,0.045454545454545456,train
synthetic_sse_graph::00003095,0,1,,1,0,0.0,train
synthetic_sse_graph::00003096,0,5,,5,4,0.0,train
synthetic_sse_graph::00003097,0,8,,8,7,0.0,train
synthetic_sse_graph::00003098,0,2,,2,1,0.0,train
synthetic_sse_graph::00003099,0,13,,13,12,0.0,train
synthetic_sse_graph::00003100,0,1,,1,0,0.0,train
synthetic_sse_graph::00003101,0,2,,2,1,0.0,train
synthetic_sse_graph::00003102,0,6,,6,5,0.0,train
synthetic_sse_graph::00003103,0,4,,4,3,0.0,train
synthetic_sse_graph::00003104,0,2,,2,1,0.0,train
synthetic_sse_graph::00003105,0,8,,8,7,0.0,train
synthetic_sse_graph::00003106,0,1,,1,0,0.0,train
synthetic_sse_graph::00003107,0,8,,8,7,0.0,train
synthetic_sse_graph::00003108,0,1,,1,0,0.0,train
synthetic_sse_graph::00003109,0,1,,1,0,0.0,train
synthetic_sse_graph::00003110,0,1,,1,0,0.0,train
synthetic_sse_graph::00003111,0,11,,11,10,0.0,train
synthetic_sse_graph::00003112,0,3,,3,2,0.0,train
synthetic_sse_graph::00003113,0,2,,2,1,0.0,train
synthetic_sse_graph::00003114,0,5,,5,4,0.0,train
synthetic_sse_graph::00003115,0,3,,3,2,0.0,train
synthetic_sse_graph::00003116,0,1,,1,0,0.0,train
synthetic_sse_graph::00003117,0,1,,1,0,0.0,train
synthetic_sse_graph::00003118,0,1,,1,0,0.0,train
synthetic_sse_graph::00003119,0,1,,1,0,0.0,train
synthetic_sse_graph::00003120,0,5,,5,4,0.0,train
synthetic_sse_graph::00003121,0,16,,16,15,0.0,train
synthetic_sse_graph::00003122,0,21,,21,20,0.0,train
synthetic_sse_graph::00003123,0,4,,4,3,0.0,train
synthetic_sse_graph::00003124,0,4,,4,3,0.0,train
synthetic_sse_graph::00003125,0,10,,10,9,0.0,train
synthetic_sse_graph::00003126,0,1,,1,0,0.0,train
synthetic_sse_graph::00003127,0,1,,1,0,0.0,train
synthetic_sse_graph::00003128,0,1,,1,0,0.0,train
synthetic_sse_graph::00003129,0,3,,3,2,0.0,train
synthetic_sse_graph::00003130,0,1,,1,0,0.0,train
synthetic_sse_graph::00003131,0,5,,5,4,0.0,train
synthetic_sse_graph::00003132,0,4,,4,3,0.0,train
synthetic_sse_graph::00003133,1,8,360.0,8,7,0.0,train
synthetic_sse_graph::00003134,0,1,,1,0,0.0,train
synthetic_sse_graph::00003135,0,1,,1,0,0.0,train
synthetic_sse_graph::00003136,0,1,,1,0,0.0,train
synthetic_sse_graph::00003137,0,56,,56,55,0.05454545454545454,train
synthetic_sse_graph::00003138,0,4,,4,3,0.3333333333333333,train
synthetic_sse_graph::00003139,0,1,,1,0,0.0,train
synthetic_sse_graph::00003140,0,1,,1,0,0.0,train
synthetic_sse_graph::00003141,0,1,,1,0,0.0,train
synthetic_sse_graph::00003142,0,1,,1,0,0.0,train
synthetic_sse_graph::00003143,0,9,,9,8,0.0,train
synthetic_sse_graph::00003144,0,1,,1,0,0.0,train
synthetic_sse_graph::00003145,0,3,,3,2,0.0,train
synthetic_sse_graph::00003146,0,1,,1,0,0.0,train
synthetic_sse_graph::00003147,0,1,,1,0,0.0,train
synthetic_sse_graph::00003148,0,2,,2,1,0.0,train
synthetic_sse_graph::00003149,0,1,,1,0,0.0,train
synthetic_sse_graph::00003150,0,1,,1,0,0.0,train
synthetic_sse_graph::00003151,0,1,,1,0,0.0,train
synthetic_sse_graph::00003152,0,1,,1,0,0.0,train
synthetic_sse_graph::00003153,0,17,,17,16,0.125,train
synthetic_sse_graph::00003154,0,13,,13,12,0.0,train
synthetic_sse_graph::00003155,0,1,,1,0,0.0,train
synthetic_sse_graph::00003156,0,3,,3,2,0.0,train
synthetic_sse_graph::00003157,0,7,,7,6,0.0,train
synthetic_sse_graph::00003158,0,1,,1,0,0.0,train
synthetic_sse_graph::00003159,0,1,,1,0,0.0,train
synthetic_sse_graph::00003160,0,22,,22,21,0.0,train
synthetic_sse_graph::00003161,0,5,,5,4,0.0,train
synthetic_sse_graph::00003162,0,1,,1,0,0.0,train
synthetic_sse_graph::00003163,0,2,,2,1,0.0,train
synthetic_sse_graph::00003164,0,1,,1,0,0.0,train
synthetic_sse_graph::00003165,0,4,,4,3,0.0,train
synthetic_sse_graph::00003166,0,3,,3,2,0.0,train
synthetic_sse_graph::00003167,0,2,,2,1,0.0,train
synthetic_sse_graph::00003168,0,52,,52,51,0.0,train
synthetic_sse_graph::00003169,0,18,,18,17,0.0,train
synthetic_sse_graph::00003170,0,1,,1,0,0.0,train
synthetic_sse_graph::00003171,0,14,,14,13,0.0,train
synthetic_sse_graph::00003172,0,4,,4,3,0.0,train
synthetic_sse_graph::00003173,0,1,,1,0,0.0,train
synthetic_sse_graph::00003174,0,1,,1,0,0.0,train
synthetic_sse_graph::00003175,1,2,320.0,2,1,0.0,train
synthetic_sse_graph::00003176,0,1,,1,0,0.0,train
synthetic_sse_graph::00003177,0,1,,1,0,0.0,train
synthetic_sse_graph::00003178,0,1,,1,0,0.0,train
synthetic_sse_graph::00003179,0,4,,4,3,0.0,train
synthetic_sse_graph::00003180,0,1,,1,0,0.0,train
synthetic_sse_graph::00003181,0,14,,14,13,0.0,train
synthetic_sse_graph::00003182,0,41,,41,40,0.0,train
synthetic_sse_graph::00003183,0,1,,1,0,0.0,train
synthetic_sse_graph::00003184,0,2,,2,1,0.0,train
synthetic_sse_graph::00003185,0,1,,1,0,0.0,train
synthetic_sse_graph::00003186,0,9,,9,8,0.0,train
synthetic_sse_graph::00003187,0,26,,26,25,0.0,train
synthetic_sse_graph::00003188,0,1,,1,0,0.0,train
synthetic_sse_graph::00003189,0,1,,1,0,0.0,train
synthetic_sse_graph::00003190,0,1,,1,0,0.0,train
synthetic_sse_graph::00003191,1,320,220.0,64,63,0.15873015873015872,train
synthetic_sse_graph::00003192,0,2,,2,1,0.0,train
synthetic_sse_graph::00003193,0,19,,19,18,0.0,train
synthetic_sse_graph::00003194,0,9,,9,8,0.0,train
synthetic_sse_graph::00003195,0,1,,1,0,0.0,train
synthetic_sse_graph::00003196,0,5,,5,4,0.0,train
synthetic_sse_graph::00003197,0,3,,3,2,0.0,train
synthetic_sse_graph::00003198,0,16,,16,15,0.06666666666666667,train
synthetic_sse_graph::00003199,0,3,,3,2,0.0,train
synthetic_sse_graph::00003200,0,1,,1,0,0.0,train
synthetic_sse_graph::00003201,0,5,,5,4,0.0,train
synthetic_sse_graph::00003202,0,5,,5,4,0.0,train
synthetic_sse_graph::00003203,0,1,,1,0,0.0,train
synthetic_sse_graph::00003204,0,3,,3,2,0.0,train
synthetic_sse_graph::00003205,0,2,,2,1,0.0,train
synthetic_sse_graph::00003206,0,1,,1,0,0.0,train
synthetic_sse_graph::00003207,0,1,,1,0,0.0,train
synthetic_sse_graph::00003208,0,3,,3,2,0.0,train
synthetic_sse_graph::00003209,0,1,,1,0,0.0,train
synthetic_sse_graph::00003210,0,2,,2,1,0.0,train
synthetic_sse_graph::00003211,0,2,,2,1,0.0,train
